fec_id,state,district,incumbent,candidate_name,party,primary_votes,runoff_votes,general_votes,ge_winner
H2FL18062,FL,18,FALSE,"Crowder, Robert L.",R,15758,0,0,N
H2FL18070,FL,18,FALSE,"Holloman, Marilyn Davis",W,0,0,55,N
H2FL19094,FL,21,FALSE,"Henao, Cesar ",N,0,0,25361,N
H2FL19102,FL,19,FALSE,"Smith, Brandon M. ",N,0,0,6637,N
H2FL20043,FL,23,FALSE,"Kaufman, Joseph ""Joe""",R,3383,0,0,N
H2FL20076,FL,23,FALSE,"Garcia, Juan Eliel",R,1674,0,0,N
H2FL20092,FL,23,FALSE,"Bresso, Gineen ",R,1380,0,0,N
H2FL20100,FL,20,FALSE,"Terry, Randall ",N,0,0,29553,N
H2FL20118,FL,20,FALSE,"Dutrow, Anthony M.",W,0,0,5,N
H2FL21025,FL,18,FALSE,"Buechler, Jerry Lee",D,2984,0,0,N
H2FL21066,FL,21,FALSE,"Trout, W. Michael ""Mike""",N,0,0,37776,N
H2FL22072,FL,18,FALSE,"Murphy, Patrick ",D,26791,0,166257,W
H2FL22098,FL,22,FALSE,"Hasner, Adam ",R,0,0,142050,N
H2FL22106,FL,22,FALSE,"Jacobs, Kristin",D,11644,0,0,N
H2FL23021,FL,20,TRUE,"Hastings, Alcee L.",D,0,0,214727,W
H2FL23088,FL,23,FALSE,"deFaria, Ozzie ",R,2356,0,0,N
H2FL23096,FL,23,FALSE,"Katz, IIya",N,0,0,3129,N
H2FL25018,FL,25,TRUE,"Diaz-Balart, Mario ",R,0,0,151466,W
H2FL25042,FL,26,FALSE,"Sternad, Lamar",D,2856,0,0,N
H2FL25059,FL,25,FALSE,VoteForEddie.Com,N,0,0,17099,N
H2FL26032,FL,26,FALSE,"Romero Roses, Gloria",D,8027,0,0,N
H2FL26040,FL,26,FALSE,"Marin, Gustavo ",D,1286,0,0,N
H2FL26065,FL,26,FALSE,"Fernandez, Angel ",N,0,0,5726,N
H2FL27014,FL,27,FALSE,"Yevancey, Manny ",D,0,0,85020,N
H2FL27022,FL,09,FALSE,"Melendez, Julius Anthony ",R,3983,0,0,N
H2FL27030,FL,27,FALSE,"Cruz-Wiggins, Thomas Joe",N,0,0,6663,N
H2FL28012,FL,03,FALSE,"Gaillot, J.R.",D,0,0,102468,N
H2GA01157,GA,01,TRUE,"Kingston, Jack ",R,61353,0,157181,W
H2GA01223,GA,01,FALSE,"Russo, Nathan C.",D,12952,0,0,N
H2GA01231,GA,01,FALSE,"Messinger, Lesli Rae",D,15390,0,92399,N
H2GA02031,GA,02,TRUE,"Bishop, Sanford",D,68981,0,162751,W
H2GA02114,GA,02,FALSE,"House, John",R,8614,2705,92410,N
H2GA03138,GA,03,FALSE,"Kingsley, Kent",R,12517,0,0,N
H2GA03146,GA,03,FALSE,"Ferguson, David",W,0,0,105,N
H2GA04144,GA,04,FALSE,"Vaughn, J. Chris",R,17261,0,75041,N
H2GA04151,GA,04,FALSE,"Pallen, Greg",R,14422,0,0,N
H2GA04169,GA,04,FALSE,"Dillard, Courtney L., Sr.",D,13130,0,0,N
H2GA04177,GA,04,FALSE,"Nunnally, Lincoln",D,2728,0,0,N
H2GA04185,GA,04,FALSE,"Fruit, Rachele",W,0,0,2,N
H2GA05125,GA,05,FALSE,"Johnson, Michael",D,16666,0,0,N
H2GA05133,GA,05,FALSE,"Stopeck, Howard",R,11426,0,43335,N
H2GA05141,GA,05,FALSE,"Benson, John",W,0,0,12,N
H2GA06107,GA,06,FALSE,"Montigel, Robert",D,9881,0,0,N
H2GA06115,GA,06,FALSE,"Kazanow, Jeff",D,10313,0,104365,N
H2GA07097,GA,07,FALSE,"Reilly, Steve",D,12394,0,95377,N
H2GA07105,GA,07,FALSE,"Hancock, David",R,17730,0,0,N
H2GA09143,GA,09,FALSE,"Zoller, Martha",R,45160,32417,0,N
H2GA09150,GA,09,FALSE,"Collins, Doug",R,45894,39016,192101,W
H2GA09176,GA,09,FALSE,"Fitzpatrick, Roger D.",R,18730,0,0,N
H2GA09200,GA,09,FALSE,"Cooley, Jody",D,8963,0,60052,N
H2GA10117,GA,10,FALSE,"Simpson, Stephen K.",R,26256,0,0,N
H2GA11016,GA,04,FALSE,"McKinney, Cynthia",W,0,0,58,N
H2GA11149,GA,11,TRUE,"Gingrey, Phil",R,75697,0,196968,W
H2GA11172,GA,11,FALSE,"Opitz, Michael S.",R,9231,0,0,N
H2GA11180,GA,11,FALSE,"Levene, Allan",W,0,0,30,N
H2GA11198,GA,11,FALSE,"Llop, William",R,8604,0,0,N
H2GA11206,GA,11,FALSE,"Thompson, Patrick",D,14162,0,90353,N
H2GA12105,GA,12,FALSE,"Anderson, Lee",R,20551,13785,119973,N
H2GA12113,GA,12,FALSE,"McLeod, Wright",R,14856,0,0,N
H2GA12121,GA,12,FALSE,"Allen, Rick W.",R,15436,13626,0,N
H2GA12147,GA,12,FALSE,"Sheffield, Maria",R,9207,0,0,N
H2GA13012,GA,13,TRUE,"Scott, David",D,55214,0,201988,W
H2GA13053,GA,13,FALSE,"Malik, S.",R,28693,0,79550,N
H2GA14010,GA,14,FALSE,"Grant, Daniel ""Danny""",D,10228,0,59245,N
H2GU00033,GU,00,TRUE,"Bordallo, Madeleine Z.",D,7866,0,19765,W
H2GU00066,GU,00,FALSE,"Blas, Frank Flores, Jr.",R,5301,0,12995,N
H2GU01015,GU,00,FALSE,"Dizon, Karlo",D,2829,0,0,N
H2HI00015,HI,02,FALSE,"Kia'Aina, Esther",D,6681,0,0,N
H2HI01096,HI,01,FALSE,"Wyttenbach, Roy II (Sky)",D,17369,0,0,N
H2HI02110,HI,01,TRUE,"Hanabusa, Colleen W.",D,92136,0,116505,W
H2HI02508,HI,02,FALSE,"Gabbard, Tulsi",D,62882,0,168503,W
H2HI02516,HI,02,FALSE,"Marx, Bob",D,4327,0,0,N
H2HI02524,HI,02,FALSE,"Crowley, Kawika",R,9056,0,40707,N
H2HI02532,HI,02,FALSE,"DiGeronimo, Matthew",R,5843,0,0,N
H2IA01055,IA,01,FALSE,"Blum, Rod",R,11551,0,0,N
H2IA01063,IA,01,FALSE,"Hughes, Gregory",N,0,0,4772,N
H2IA01071,IA,01,FALSE,"Krail, George Todd, II",N,0,0,931,N
H2IA02053,IA,02,FALSE,"Archer, John ",R,16604,0,161977,N
H2IA02079,IA,02,FALSE,"Dolan, Dan",R,10775,0,0,N
H2IA02095,IA,02,FALSE,"Seng, Joe M.",D,3913,0,0,N
H2IA02103,IA,02,FALSE,"Aversa, Alan",N,0,0,7112,N
H2IA03085,IA,03,FALSE,"Rosenfeld, David",S,0,0,6286,N
H2IA04117,IA,04,FALSE,"Vilsack, Christie ",D,10765,0,169470,N
H2IA05072,IA,04,TRUE,"King, Steve",R,38238,0,200063,W
H2ID01101,ID,01,FALSE,"Farris, Jimmy ",D,5362,0,97450,N
H2ID01119,ID,01,FALSE,"Clinkingbeard, Cynthia ",D,4723,0,0,N
H2ID01127,ID,01,FALSE,Pro-Life,I,0,0,7607,N
H2ID01135,ID,01,FALSE,"Oates, Rob",L,0,0,12265,N
H2ID01143,ID,01,FALSE,"McCandless, Reed C.",R,13917,0,0,N
H2ID02133,ID,02,FALSE,"LeFavour, Nicole",D,10528,0,110847,N
H2IL01042,IL,01,TRUE,"Rush, Bobby L.",D,64533,0,236854,W
H2IL01133,IL,01,FALSE,"Sims, Jordan",D,1980,0,0,N
H2IL01141,IL,01,FALSE,"Collins, Frederick",R,5773,0,0,N
H2IL01158,IL,01,FALSE,"Lodato, Raymond M.",D,3210,0,0,N
H2IL01166,IL,01,FALSE,"Peloquin, Donald E.",R,16355,0,83989,N
H2IL01174,IL,01,FALSE,"Russell, Clifford M., Jr.",D,2412,0,0,N
H2IL01182,IL,01,FALSE,"Tillman, Jimmy Lee II",R,1501,0,0,N
H2IL02107,IL,02,FALSE,"Williams, Anthony W.",W,0,0,288,N
H2IL02131,IL,02,FALSE,"Taylor, James H., Sr.",R,6347,0,0,N
H2IL02149,IL,02,FALSE,"Woodworth, Brian",R,11123,0,69115,N
H2IL02156,IL,02,FALSE,"Lewis, Marcus",I,0,0,40006,N
H2IL03113,IL,03,FALSE,"Baqai, Farah",D,6463,0,0,N
H2IL03121,IL,03,FALSE,"Grabowski, Richard L.",R,20895,0,77653,N
H2IL03139,IL,03,FALSE,"Falvey, Jim",R,10449,0,0,N
H2IL04145,IL,04,FALSE,"Concepcion, Hector",W,10,0,27279,N
H2IL05183,IL,05,FALSE,"Wade, Nancy",G,0,0,15359,N
H2IL06041,IL,06,FALSE,"Petzel, Geoffrey",D,2343,0,0,N
H2IL06058,IL,06,FALSE,"Coolidge, Leslie",D,9919,0,132991,N
H2IL06074,IL,06,FALSE,"Yates, Maureen E.",D,5934,0,0,N
H2IL07098,IL,07,FALSE,"Conway, Jacques A.",D,10638,0,0,N
H2IL07106,IL,07,FALSE,"Zak, Rita",R,0,0,31466,N
H2IL07114,IL,07,FALSE,"Monaghan, John H.",I,0,0,12523,N
H2IL08039,IL,04,TRUE,"Gutierrez, Luis V.",D,30908,0,133226,W
H2IL08096,IL,08,FALSE,"Krishnamoorthi, Raja",D,8736,0,0,N
H2IL09110,IL,09,FALSE,"Wolfe, Timothy C.",R,32043,0,98924,N
H2IL10050,IL,10,FALSE,"Sheyman, Ilya",D,12767,0,0,N
H2IL10068,IL,10,FALSE,"Schneider, Brad",D,15530,0,133890,W
H2IL10084,IL,10,FALSE,"Bavda, Vivek",D,1881,0,0,N
H2IL10092,IL,10,FALSE,"Rutagwibira, Aloys",W,8,0,0,N
H2IL10100,IL,10,FALSE,"Tree, John",D,2938,0,0,N
H2IL11108,IL,11,FALSE,"Thomas, Juan",D,5212,0,0,N
H2IL11116,IL,11,FALSE,"Hickey, Jim",D,3399,0,0,N
H2IL12080,IL,12,FALSE,"Cook, Rodger",R,16313,0,0,N
H2IL12098,IL,12,FALSE,"Plummer, Jason",R,25280,0,129902,N
H2IL12106,IL,12,FALSE,"Miller, Christopher",D,8874,0,0,N
H2IL12114,IL,12,FALSE,"Harriman, Brad #",D,27409,0,0,N
H2IL12122,IL,12,FALSE,"Enyart, William L. #",D,0,0,157000,W
H2IL12130,IL,12,FALSE,"Horton, Shon-Tiyon",W,0,0,17047,N
H2IL13096,IL,13,FALSE,"Goetten, Matthew J. ",D,15373,0,0,N
H2IL13104,IL,13,FALSE,"Metzger, Frank L.",R,9571,0,0,N
H2IL13120,IL,13,FALSE,"Davis, Rodney #",R,0,0,137034,W
H2IL13138,IL,13,FALSE,"Hartman, John ",I,0,0,21319,N
H2IL14078,IL,14,FALSE,"Anderson, Dennis",D,9344,0,124351,N
H2IL15083,IL,15,FALSE,"Michael, Angela",D,16831,0,94162,N
H2IL16057,IL,16,FALSE,"Rohl, Wanda",D,0,0,112301,N
H2IL17071,IL,17,FALSE,"Bustos, Cheri",D,18652,0,153519,W
H2IL17089,IL,17,FALSE,"Reyes, Eric",W,0,0,10,N
H2IL17097,IL,17,FALSE,"Aguilar, Greg",D,6798,0,0,N
H2IL18053,IL,18,FALSE,"Woodmancy, Matthew A.",D,4465,0,0,N
H2IL20042,IL,15,TRUE,"Shimkus, John M.",R,66709,0,205775,W
H2IN01123,IN,01,FALSE,"Phelps, Joel ",R,17164,0,91291,N
H2IN01131,IN,01,FALSE,"Wenger, Dave ",R,11952,0,0,N
H2IN02204,IN,02,FALSE,"Mullen, Brendan",D,11218,0,130113,N
H2IN02220,IN,02,FALSE,"Andrews, Greg ",R,17522,0,0,N
H2IN02238,IN,02,FALSE,"Morrison, Dan ",D,9519,0,0,N
H2IN02246,IN,02,FALSE,"Ruiz, Joseph Wayne",L,0,0,9326,N
H2IN02253,IN,02,FALSE,"Lunce, Kenneth R., Jr.",W,0,0,3,N
H2IN03152,IN,03,FALSE,"Kuhnle, Justin ",D,1265,0,0,N
H2IN03160,IN,03,FALSE,"Roberson, John Forrest ",D,966,0,0,N
H2IN03178,IN,03,FALSE,"Sowards, David ",D,1172,0,0,N
H2IN04127,IN,04,FALSE,"Moore, Lester Terry ",D,5010,0,0,N
H2IN04135,IN,04,FALSE,"Nelson, Tara E.",D,7018,0,93015,N
H2IN04150,IN,04,FALSE,"Gelhausen, Benjamin J.",L,0,0,10565,N
H2IN05074,IN,05,FALSE,"Long, Tony ",D,7692,0,0,N
H2IN05082,IN,05,FALSE,"Brooks, Susan ",R,31185,0,194570,W
H2IN05090,IN,05,FALSE,"Reske, Scott",D,13175,0,125347,N
H2IN05108,IN,05,FALSE,"Lugar, John R. (Jack)",R,4758,0,0,N
H2IN05116,IN,05,FALSE,"Seybold, Wayne",R,11874,0,0,N
H2IN05124,IN,05,FALSE,"Anderson, Jason ",R,1036,0,0,N
H2IN05132,IN,05,FALSE,"Mount, Matthew ",R,453,0,0,N
H2IN05140,IN,05,FALSE,"Salin, William ""Bill""",R,869,0,0,N
H2IN06171,IN,06,FALSE,"Bates Jr., Don ",R,10913,0,0,N
H2IN06197,IN,06,FALSE,"Crone, Jim ",D,5611,0,0,N
H2IN06205,IN,06,FALSE,"Hatter, John ",R,917,0,0,N
H2IN06213,IN,06,FALSE,"Bookout, Bradley T.",D,8278,0,96678,N
H2IN06221,IN,06,FALSE,"Bolling, Dan ",D,3719,0,0,N
H2IN06239,IN,06,FALSE,"Heitzman, Susan Hall",D,7077,0,0,N
H2IN06247,IN,06,FALSE,"Sizemore, Joe ",R,2346,0,0,N
H2IN06254,IN,06,FALSE,"Smith, Allen K, II",R,1679,0,0,N
H2IN06262,IN,06,FALSE,"Van Wye, Joseph S., Sr",R,989,0,0,N
H2IN06270,IN,06,FALSE,"Bell, Rex",L,0,0,15962,N
H2IN07096,IN,07,FALSE,"Miniear, JD",R,2227,0,0,N
H2IN07112,IN,07,FALSE,"Davis, Steven",R,7727,0,0,N
H2IN07120,IN,07,FALSE,"Kern, Bob ""Citizen""",D,2048,0,0,N
H2IN07138,IN,07,FALSE,"Wilcox, Woodrow",D,1082,0,0,N
H2IN08094,IN,08,FALSE,"Crooks, Dave",D,18634,0,122325,N
H2IN08128,IN,08,FALSE,"Barnett, Thomas ",D,10638,0,0,N
H2IN08136,IN,08,FALSE,"Bryk, William  ",D,3023,0,0,N
H2IN08144,IN,08,FALSE,"Gadau, Bart",L,0,0,10134,N
H2IN09134,IN,09,FALSE,"George, Jonathan ",D,4591,0,0,N
H2IN09142,IN,09,FALSE,"Winningham, Robert ",D,5590,0,0,N
H2IN09167,IN,09,FALSE,"Yoder, Shelli ",D,13186,0,132848,N
H2IN09175,IN,09,FALSE,"Miller, John Griffin ",D,2062,0,0,N
H2IN09183,IN,09,FALSE,"Tilford, John W. ",D,2233,0,0,N
H2KS02119,KS,02,FALSE,"Schlingensiepen, Tobias",D,11747,0,113735,N
H2KS02127,KS,02,FALSE,"Barnhart, Scott",D,7627,0,0,N
H2KS02135,KS,02,FALSE,"Eye, Robert V.",D,10353,0,0,N
H2KS04099,KS,04,FALSE,"Freeman, Esau A.",D,4618,0,0,N
H2KS04107,KS,04,FALSE,"Jefferson, Thomas",L,0,0,16058,N
H2KY01069,KY,01,FALSE,"Buckmaster, James ",D,13239,0,0,N
H2KY02083,KY,02,FALSE,"Williams, David Lynn",D,0,0,89541,N
H2KY02109,KY,02,FALSE,"Astor, Craig R.",L,0,0,4914,N
H2KY02117,KY,02,FALSE,"Beacham, Andrew R.",I,0,0,6304,N
H2KY03164,KY,03,FALSE,"Devore, Robert L., Jr.",I,0,0,4819,N
H2KY04097,KY,04 - FULL TERM,FALSE,"Webb-Edgington, Alecia ",R,12557,0,0,N
H2KY04105,KY,04 - FULL TERM,FALSE,"Oerther, Brian D.",R,257,0,0,N
H2KY04113,KY,04 - FULL TERM,FALSE,"Moore, Gary ",R,6521,0,0,N
H2KY04121,KY,04 - UNEXPIRED TERM,FALSE,"Massie, Thomas ",R,19689,0,360128,W
H2KY04139,KY,04 - UNEXPIRED TERM,FALSE,"Adkins, William R. ""Bill""",D,17209,0,211332,N
H2KY04147,KY,04 - FULL TERM,FALSE,"Frank, Greg ",D,7869,0,0,N
H2KY04154,KY,04 - FULL TERM,FALSE,"Wurtz, Tom ",R,598,0,0,N
H2KY04162,KY,04 - FULL TERM,FALSE,"Schumm, Walter Christian",R,3514,0,0,N
H2KY04170,KY,04 - FULL TERM,FALSE,"Carey, Marc",R,783,0,0,N
H2KY04188,KY,04 - UNEXPIRED TERM,FALSE,"Lewis, David",I,0,0,18661,N
H2KY05144,KY,05,FALSE,"Ackerman, Michael ",D,11016,0,0,N
H2KY06142,KY,06,FALSE,"Kelly, Patrick J., II",R,2823,0,0,N
H2KY06159,KY,06,FALSE,"Kenimer, Curtis",R,1354,0,0,N
H2KY06167,KY,06,FALSE,"Vance, Randolph",I,0,0,8340,N
H2LA01075,LA,01,FALSE,"King, Gary",R,0,0,24844,N
H2LA01083,LA,01,FALSE,"Turknett, David ""Turk""",N,0,0,6079,N
H2LA02099,LA,02,FALSE,"Larose, Josue",R,0,0,11345,N
H2LA02107,LA,02,FALSE,"Landrieu, Gary",D,0,0,71916,N
H2LA02115,LA,02,FALSE,"Bailey, Dwayne ",R,0,0,38801,N
H2LA02123,LA,02,FALSE,"Trotter, Caleb",L,0,0,6791,N
H2LA03055,LA,03,FALSE,"Richard, ""Ron""",D,0,0,67070,N
H2LA03063,LA,03,FALSE,"Barrilleaux, Bryan",R,0,0,7908,N
H2LA03071,LA,03,FALSE,"Stark, ""Jim""",L,0,0,3765,N
H2LA04129,LA,04,FALSE,"Lord, Randall",L,0,0,61637,N
H2LA05084,LA,05,TRUE,"Alexander, Rodney ",R,0,0,202536,W
H2LA05118,LA,05,FALSE,"Grant, Clay Steven",L,0,0,20194,N
H2MA00014,MA,06,FALSE,"Tisei, Richard R.",R,18331,0,176612,N
H2MA01194,MA,01,FALSE,"Nuciforo, Andrea F., Jr.",D,15159,0,0,N
H2MA01202,MA,01,FALSE,"Shein, Bill",D,6059,0,0,N
H2MA02069,MA,02,FALSE,"Feegbeh, William ",D,2265,0,0,N
H2MA04040,MA,04,FALSE,"Childs, Elizabeth ",R,2735,0,0,N
H2MA04073,MA,04,FALSE,"Kennedy, Joseph P., III",D,36557,0,221303,W
H2MA04107,MA,04,FALSE,"Steinhof, David L.",R,2669,0,0,N
H2MA05120,MA,05,FALSE,"Addivinola, Frank John, Jr.",R,3531,0,0,N
H2MA06078,MA,06,FALSE,"Fishman, Daniel",L,0,0,16739,N
H2MA07092,MA,05,FALSE,"Semon, Jeffrey M.",R,3250,0,0,N
H2MA08058,MA,07,FALSE,"Romero, Karla",I,0,0,41199,N
H2MA08066,MA,08,FALSE,"Selvaggi, Joe",R,5968,0,82242,N
H2MA09072,MA,08,TRUE,"Lynch, Stephen F.",D,29352,0,263999,W
H2MA09171,MA,09,FALSE,"Sutter, C. Samuel",D,21675,0,0,N
H2MA09189,MA,09,FALSE,"Sheldon, Christopher",R,11046,0,116531,N
H2MA09205,MA,09,FALSE,"Botelho, Daniel S.",I,0,0,32655,N
H2MA09213,MA,09,FALSE,"Chaprales, Adam G.",R,10697,0,0,N
H2MA10112,MA,08,FALSE,"Temperley, Matias",R,4081,0,0,N
H2MD01147,MD,01,FALSE,"Rosen, Wendy",D,10907,0,92812,N
H2MD01154,MD,01,FALSE,"LaFerla, John",D,10850,0,14858,N
H2MD01162,MD,01,FALSE,"Letke, Kim",D,3564,0,0,N
H2MD01170,MD,01,FALSE,"Boda, Muir Wayne",L,0,0,12857,N
H2MD01188,MD,01,FALSE,"Calpino, Michael",W,0,0,71,N
H2MD01212,MD,01,FALSE,"Rae, Douglas Dryden",W,0,0,26,N
H2MD02160,MD,02,TRUE,"Ruppersberger, C. A. Dutch ",D,26465,0,194088,W
H2MD02228,MD,02,FALSE,"Smith, Larry",R,2392,0,0,N
H2MD02236,MD,02,FALSE,"Jacobs, Nancy C.",R,12372,0,92071,N
H2MD02244,MD,02,FALSE,"Degen, Vlad",R,324,0,0,N
H2MD02251,MD,02,FALSE,"Impallaria, Rick",R,4998,0,0,N
H2MD02269,MD,02,FALSE,"Orton, Howard H.",R,500,0,0,N
H2MD02293,MD,02,FALSE,"Dymowski, Leo Wayne",L,0,0,9344,N
H2MD03135,MD,03,FALSE,"Lockwood, David H.",D,5111,0,0,N
H2MD03143,MD,03,FALSE,"Knowles, Eric Delano",R,6845,0,94549,N
H2MD03150,MD,03,FALSE,"Phelps, Draper S.",R,2935,0,0,N
H2MD03168,MD,03,FALSE,"Drgos, Paul W., Jr. ",L,0,0,11028,N
H2MD04240,MD,04,FALSE,"Holmes, Greg ",R,1370,0,0,N
H2MD04257,MD,04,FALSE,"Garner, Ian",D,1464,0,0,N
H2MD04265,MD,04,FALSE,"Gearhart, Randy ",R,2977,0,0,N
H2MD04273,MD,04,FALSE,"Loudon, Faith M.",R,9175,0,64560,N
H2MD04281,MD,04,FALSE,"Shepherd, Charles ",R,1443,0,0,N
H2MD04299,MD,04,FALSE,"Soffen, Scott",L,0,0,6204,N
H2MD05155,MD,05,TRUE,"Hoyer, Steny H. ",D,36961,0,238618,W
H2MD05445,MD,05,FALSE,"Auerbach, Bob ",G,0,0,5040,N
H2MD05460,MD,05,FALSE,"Johnson Pendleton, Cathy",D,6688,0,0,N
H2MD05478,MD,05,FALSE,"O'Donnell, Tony",R,17329,0,95271,N
H2MD05486,MD,05,FALSE,"Hill, David",R,3289,0,0,N
H2MD05494,MD,05,FALSE,"Morton, Glenn",R,2903,0,0,N
H2MD05510,MD,05,FALSE,"Vohra, Arvin",L,0,0,4503,N
H2MD06054,MD,06,TRUE,"Bartlett, Roscoe G. ",R,17600,0,117313,N
H2MD06120,MD,06,FALSE,"Rippeon, Brandon Orman ",R,2843,0,0,N
H2MD06146,MD,06,FALSE,"Garagiola, Rob ",D,10981,0,0,N
H2MD06161,MD,06,FALSE,"Pooran, Milad",D,3590,0,0,N
H2MD06187,MD,06,FALSE,"Brinkley, David R. ",R,7987,0,0,N
H2MD06195,MD,06,FALSE,"Delaney, John ",D,20414,0,181921,W
H2MD06203,MD,06,FALSE,"Bailey, Charles ",D,1572,0,0,N
H2MD06211,MD,06,FALSE,"Little, Ron",D,1131,0,0,N
H2MD06229,MD,06,FALSE,"Afzali, Kathy ",R,4115,0,0,N
H2MD06237,MD,06,FALSE,"Coblentz, Robert   ",R,970,0,0,N
H2MD06245,MD,06,FALSE,"James, Peter",R,933,0,0,N
H2MD06252,MD,06,FALSE,"Mueller, Nickolaus",L,0,0,9916,N
H2MD07060,MD,07,FALSE,"Busch, Ty Glen ",W,0,0,10,N
H2MD07078,MD,07,FALSE,"Kinsey, M. Justin ",R,4695,0,0,N
H2MD08084,MD,08,FALSE,"Skolnick, Shelly ",R,3671,0,0,N
H2MD08126,MD,08,TRUE,"Van Hollen, Chris ",D,35989,0,217531,W
H2MD08159,MD,08,FALSE,"Timmerman, Ken",R,13340,0,113033,N
H2MD08167,MD,08,FALSE,"Wallace, Dave ",R,9319,0,0,N
H2MD08175,MD,08,FALSE,"Gluck, George",G,0,0,5064,N
H2ME01115,ME,01,FALSE,"Calder, Patrick D.",R,14330,0,0,N
H2ME01123,ME,01,FALSE,"Courtney, Jonathan T.E.",R,14588,0,128440,N
H2ME02071,ME,02,FALSE,"Raye, Kevin L.",R,18703,0,137542,N
H2ME02097,ME,02,TRUE,"Michaud, Michael H.",D,21895,0,191456,W
H2ME02154,ME,02,FALSE,"Richardson, R. Blaine",R,12465,0,0,N
H2MI01126,MI,01,FALSE,"Salvette, Emily",L,0,0,10630,N
H2MI02132,MI,02,FALSE,"German, Willie, Jr.",W,1813,0,108973,N
H2MI02140,MI,02,FALSE,"Buzuma, Mary",L,0,0,8750,N
H2MI03130,MI,03,FALSE,"Thomas, Trevor",D,9321,0,0,N
H2MI03148,MI,03,FALSE,"Pestka, Steve",D,13414,0,144108,N
H2MI03155,MI,03,FALSE,"Gelineau, Bill",L,0,0,10498,N
H2MI04237,MI,04,FALSE,"Wirth, Debra Freidell",D,20519,0,104996,N
H2MI04245,MI,04,FALSE,"Gelineau, John",L,0,0,4285,N
H2MI04252,MI,04,FALSE,"Timmons, Pat",G,0,0,2776,N
H2MI05119,MI,05,FALSE,"Kildee, Daniel T.",D,51840,0,214531,W
H2MI05127,MI,05,FALSE,"Slezak, Jim",R,16951,0,103931,N
H2MI05135,MI,05,FALSE,"Wassa, Tom",R,9583,0,0,N
H2MI05143,MI,05,FALSE,"Creswell, Gregory",L,0,0,4990,N
H2MI05150,MI,05,FALSE,"Davenport, David",N,0,0,6694,N
H2MI06075,MI,06,FALSE,"O'Brien, Mike",D,14224,0,136563,N
H2MI06083,MI,06,FALSE,"Gelineau, Christie",L,0,0,6366,N
H2MI06091,MI,06,FALSE,"Gatties, Jason",U,0,0,2591,N
H2MI07073,MI,07,FALSE,"Proctor, Ken",L,0,0,8088,N
H2MI07099,MI,07,FALSE,"Haskell, Kurt Richard",D,18812,0,136849,N
H2MI07107,MI,07,FALSE,"Marquez, Ruben",D,9371,0,0,N
H2MI08105,MI,08,FALSE,"Hetrick, Brian",R,6098,0,0,N
H2MI08121,MI,08,FALSE,"Molnar, Vernon",R,3257,0,0,N
H2MI08139,MI,08,FALSE,"Brooks, Preston",N,0,0,6097,N
H2MI08147,MI,08,FALSE,"Goebel, Daniel",L,0,0,8083,N
H2MI09137,MI,09,FALSE,"Fulner, Jim",L,0,0,6100,N
H2MI09145,MI,09,FALSE,"Dildilian, Gregory C.",R,15283,0,0,N
H2MI10093,MI,10,FALSE,"Quinn, Jerome George",D,9705,0,0,N
H2MI10101,MI,10,FALSE,"Stadler, Chuck ",D,13480,0,97734,N
H2MI11117,MI,11 - FULL TERM,FALSE,"Taj, Syed",D,21953,0,158879,N
H2MI11133,MI,11 - UNEXPIRED TERM,FALSE,"Bentivolio, Kerry",R,52750,0,333524,W
H2MI11141,MI,11 - FULL TERM,FALSE,"Roberts, William F. ",D,15338,0,0,N
H2MI11158,MI,11 - UNEXPIRED TERM,FALSE,"Cassis, Nancy",R,30239,0,0,N
H2MI11166,MI,11 - UNEXPIRED TERM,FALSE,"Crider, Kenneth",R,1208,0,0,N
H2MI11174,MI,11 - UNEXPIRED TERM,FALSE,"Kavanagh, Carolyn",R,2653,0,0,N
H2MI11182,MI,11 - UNEXPIRED TERM,FALSE,"King, Steve",R,1715,0,0,N
H2MI11190,MI,11 - UNEXPIRED TERM,FALSE,"Curson, David A.",D,11450,0,159258,W
H2MI11208,MI,11 - FULL TERM,FALSE,"Duke, Steven Paul",G,0,0,4569,N
H2MI11216,MI,11 - FULL TERM,FALSE,"Johnson, Daniel",N,0,0,3251,N
H2MI12131,MI,12,FALSE,"Jacobsen, Karen E.",R,11670,0,0,N
H2MI12149,MI,12,FALSE,"Marcin, Daniel  ",D,11226,0,0,N
H2MI12156,MI,12,FALSE,"Kallgren, Cynthia",R,12028,0,92472,N
H2MI13113,MI,13,FALSE,"Johnson, Bert",D,6928,0,0,N
H2MI13121,MI,13,FALSE,"Anderson, Glenn",D,12586,0,0,N
H2MI13147,MI,13,FALSE,"Goci, John",D,2664,0,0,N
H2MI13154,MI,13,FALSE,"Jackson, Shanelle",D,8708,0,0,N
H2MI13162,MI,13,FALSE,"Sawicki, Harry T.",R,8462,0,38769,N
H2MI13170,MI,13,FALSE,"Sharer, Chris",L,0,0,6076,N
H2MI13188,MI,13,FALSE,"Gray, Martin",U,0,0,4089,N
H2MI14111,MI,14,FALSE,"Lawrence, Brenda",D,11644,0,0,N
H2MI14129,MI,14,FALSE,"Costello, Bob",D,1027,0,0,N
H2MI17023,MI,09,TRUE,"Levin, Sander",D,55198,0,208846,W
H2MN01132,MN,01,FALSE,"Parry, Mike",R,10622,0,0,N
